session;societe;secteur;decision;source;flags
01/2020;Optimalogistic;;label_accorde;pdf-session;
01/2020;Next Gen Solution / UnFrauded;;label_accorde;pdf-session;
01/2020;Digital2Value;;inconnu;pdf-session;"resultat_manquant;decision_inconnue"
01/2020;STE ESKY PROFESSIONAL SERVICES LIMITED;Services;label_accorde;pdf-session;societe_non_identifiee
01/2020;Sentinel Data;;label_accorde;pdf-session;
01/2020;DCX;Edtech;label_accorde;pdf-session;
01/2020;Paygrant;;label_accorde;pdf-session;
01/2020;AbrarCom Analytics;;label_accorde;pdf-session;
01/2020;Prefabulous;;inconnu;pdf-session;"resultat_manquant;decision_inconnue"
01/2020;Societe Tunisian Online Teachers;Edtech;label_accorde;pdf-session;
01/2020;GLOLIX TUNISIA La relation client à l’ère du digital;;prelabel_accorde;pdf-session;
01/2020;Support de coupe a couvercle automatique;;prelabel_accorde;pdf-session;
01/2020;IJA SOLUTION;;prelabel_accorde;pdf-session;
01/2020;QUERMES;Iot;prelabel_accorde;pdf-session;
01/2020;Doqtoor;;prelabel_accorde;pdf-session;
01/2020;Sun Tracker;;prelabel_accorde;pdf-session;
01/2020;DaryDar;E-Commerce;prelabel_accorde;pdf-session;
01/2020;Zcare;;prelabel_accorde;pdf-session;
01/2020;Examido;Edtech;prelabel_accorde;pdf-session;
01/2020;Consulti;;prelabel_accorde;pdf-session;
01/2020;DRYSEK;Agritech;inconnu;pdf-session;"resultat_manquant;decision_inconnue"
01/2020;VDOC Projet de valorisation des coproduits issus de l'engraissement du thon rouge (Oleomar Start- up Projet);;label_accorde;pdf-session;
01/2020;Universal Technology of infinite keys;;label_accorde;pdf-session;
01/2020;Tuni'AR;;inconnu;pdf-session;"resultat_manquant;secteur_absent;decision_inconnue"
01/2022;RAIS / SMART QUALITY GATE;Business;label_accorde;pdf-session;
01/2022;Kinko;Mobility;label_accorde;pdf-session;
01/2022;KatYos;;label_accorde;pdf-session;
01/2022;Lavocato;Business;label_accorde;pdf-session;
01/2022;ArtForNess;;label_accorde;pdf-session;fondateurs_absents
01/2022;GoPayzi;Fintech;label_accorde;pdf-session;
01/2022;Above Creation;Business;label_accorde;pdf-session;
01/2022;Tomobile Store;Mobility;label_accorde;pdf-session;fondateurs_absents
01/2022;Ostool;Mobility;label_accorde;pdf-session;
01/2022;Karriery;Edtech;prelabel_accorde;pdf-session;
01/2022;kawther Mouelhi;Healthtech;prelabel_accorde;pdf-session;"fondateurs_ambigus;societe_reconstruite"
01/2022;Iysaal;Business;prelabel_accorde;pdf-session;
01/2022;Survey Fibre & Civil;Services;prelabel_accorde;pdf-session;
01/2022;Tryppy;;prelabel_accorde;pdf-session;
01/2022;Deepth;;prelabel_accorde;pdf-session;
01/2022;maginater;;prelabel_accorde;pdf-session;
01/2022;Hayat Tech;;prelabel_accorde;pdf-session;
01/2022;Géo Solutions Technologie;Mobility;retrait;pdf-session;fondateurs_ambigus
01/2022;Expensya Tunisie;Fintech;retrait;pdf-session;
01/2022;Fouta Tunisia;;retrait;pdf-session;fondateurs_ambigus
01/2022;BYEISSA;;retrait;pdf-session;
01/2023;Bambinosit;Consumer;label_accorde;pdf-session;fondateurs_absents
01/2023;Dooda;Foodtech;label_accorde;pdf-session;
01/2023;Crop's Talk;Agritech;label_accorde;pdf-session;
01/2023;Pixii Motors;Mobility;label_accorde;pdf-session;fondateurs_ambigus
01/2023;HawKar;Mobility;label_accorde;pdf-session;
01/2023;IASOTWIN;Healthtech;label_accorde;pdf-session;
01/2023;Smart For Green: Farm and;Agritech;prelabel_accorde;pdf-session;
01/2023;Forest Fire Protection;;inconnu;pdf-session;"resultat_manquant;secteur_absent;decision_inconnue"
01/2023;DigiMove;Edtech;prelabel_accorde;pdf-session;
01/2023;Boky;Traveltech;prelabel_accorde;pdf-session;
01/2023;Train Your Mind;Healthtech;prelabel_accorde;pdf-session;
01/2023;Mouqawel;Business;prelabel_accorde;pdf-session;
01/2023;Link Park;Business;prelabel_accorde;pdf-session;
01/2023;URBAN DANCE;Wellness;label_refuse;pdf-session;fondateurs_ambigus
01/2023;Hbibty Market;Foodtech;label_refuse;pdf-session;
01/2023;BusinessChat;Business;label_refuse;pdf-session;societe_non_identifiee
01/2023;YASLINE ENGINEERING;Business;label_refuse;pdf-session;
01/2023;LIGHTRESA;Traveltech;label_refuse;pdf-session;
01/2023;KLAP;Ad Tech And Creative Tech;label_refuse;pdf-session;
01/2023;C'MIND C'MIND;Healthtech;label_accorde;pdf-session;
01/2023;IZ AGRI IZAGRI;Agritech;label_accorde;pdf-session;
01/2023;IZICLAIM IZICLAIM;;label_accorde;pdf-session;
01/2023;WAF WAF HOUSE;;label_accorde;pdf-session;
01/2023;Dyno & Motiva Systems dyno;Fintech;label_accorde;pdf-session;
01/2023;Digital city innovation;Social Business;label_accorde;pdf-session;fondateurs_ambigus
01/2023;Thnity Maas Thnity;Mobility;label_accorde;pdf-session;
01/2023;OPKODERLABS  Taskflow;Mobility;label_accorde;pdf-session;
01/2023;YARI PROJECT YARI;Healthtech;label_accorde;pdf-session;
01/2023;WHEELZ PRO'FIT;Mobility;label_accorde;pdf-session;
01/2023;XTENDPLEX S A R L XTENDPLEX;Fintech;retrait;pdf-session;
01/2023;Polysmart Polysmart;;retrait;pdf-session;
01/2024;Catchy;Services;label_accorde;pdf-session;
01/2024;Atome Academy;Edtech;label_accorde;pdf-session;
01/2024;ALIDADE;Business Software And Services;label_accorde;pdf-session;
01/2024;Hi Interns;Business Software And Services;label_accorde;pdf-session;
01/2024;Pedago;Edtech;label_accorde;pdf-session;
01/2024;FlexyFleet;Mobility;label_accorde;pdf-session;
01/2024;kortable;Ad Tech And Creative Tech;label_accorde;pdf-session;
01/2024;COSMETIQUE BIO-PHYTO;Healthtech;label_accorde;pdf-session;
01/2024;Caire Health AI;Healthtech;prelabel_accorde;pdf-session;
01/2024;officent;Business Software And Services;prelabel_accorde;pdf-session;fondateurs_ambigus
01/2024;twinnoverse;Advanced Manufacturing;prelabel_accorde;pdf-session;
01/2024;InnoDeep;Healthtech;prelabel_accorde;pdf-session;
01/2024;Qualimaker;Business Software And Services;prelabel_accorde;pdf-session;
01/2024;Ecofactoriz eco Gwatring;Advanced Manufacturing;prelabel_accorde;pdf-session;
01/2024;VISIMEDIA;Services;label_refuse;pdf-session;
01/2024;Quokka Agency;Services;label_refuse;pdf-session;
01/2024;Karthago Machine;Ad Tech And Creative Tech;label_refuse;pdf-session;
01/2024;Everwed;Commerce And Shopping;label_refuse;pdf-session;
01/2024;lebondeal;Commerce And Shopping;prelabel_refuse;pdf-session;
01/2024;AIPenetraGuard;;prelabel_refuse;pdf-session;
01/2024;Discover Tunisia;Ad Tech And Creative Tech;prelabel_refuse;pdf-session;
01/2024;Arsek dripbox Arsek dripbox;Agritech;label_accorde;pdf-session;
01/2024;OCTOMIRO BRAIN-TEK;;label_accorde;pdf-session;
01/2024;COHEALTH Saydalid;Healthtech;label_accorde;pdf-session;
01/2024;VLSoft Virtu-Lab;Edtech;label_accorde;pdf-session;
01/2024;Code Pro Qr Smarting Serve;;label_accorde;pdf-session;
01/2024;D Customized Solution;;label_accorde;pdf-session;fondateurs_ambigus
01/2024;Société;;inconnu;pdf-session;"societe_parasite;decision_inconnue;societe_non_identifiee"
01/2024;Uniq Soft Technology;Business Software and services;inconnu;pdf-session;"resultat_manquant;decision_inconnue"
01/2024;Rental Ride;;inconnu;pdf-session;"decision_inconnue;fondateurs_ambigus"
01/2024;N.G TECHNOLOGIES;Business Software and services;inconnu;pdf-session;"resultat_manquant;decision_inconnue"
01/2025;Vie verte BSF;Agritech;label_accorde;pdf-session;
01/2025;Docic;Healthtech;label_accorde;pdf-session;
01/2025;1FOR1 LEARNING;Edtech;label_accorde;pdf-session;
01/2025;Amperon Technologies;Advanced Manufacturing;label_accorde;pdf-session;
01/2025;Artizone;Commerce And Shopping;label_accorde;pdf-session;
01/2025;Pass excellence;Business Software And Services;label_accorde;pdf-session;
01/2025;Nativeads Ai;Ad Tech And Creative Tech;label_accorde;pdf-session;
01/2025;Otravers;Commerce And Shopping;label_accorde;pdf-session;
01/2025;Readdly;Edtech;prelabel_accorde;pdf-session;
01/2025;Dari;Real Estate Tech;prelabel_accorde;pdf-session;
01/2025;Spirunat;Healthtech;label_refuse;pdf-session;
01/2025;E-edu;Edtech;label_refuse;pdf-session;
01/2025;Glamour;Wellness;label_refuse;pdf-session;
01/2025;HOUKOUK.TECH;Fintech;label_refuse;pdf-session;
01/2025;EDUCARE;Edtech;label_refuse;pdf-session;
01/2025;VIRTUAL ERA;Business Software And Services;label_refuse;pdf-session;
01/2025;Thagamuta Agro;Foodtech;label_refuse;pdf-session;
01/2025;Esticharati;Business Software And Services;label_refuse;pdf-session;
01/2025;Tale Platform;Business Software And Services;label_refuse;pdf-session;
01/2025;PERF ANALYSIS CONSULTING;Business Software And Services;label_refuse;pdf-session;
01/2025;SOFTAVERA TUNISIE;Business Software And Services;label_refuse;pdf-session;
01/2025;VYZYOSCHOOL VYZYOSCHOOL;Edtech;label_accorde;pdf-session;
01/2025;ECOCODE ECOCODE ENGINEERING linkbook Link4book25;Business Software and services;label_accorde;pdf-session;
01/2025;Paytea PayTea Production d'additifs alimentaires;Business Software and services;label_accorde;pdf-session;
01/2025;Healthy Animal World animale et consulting;Agritech;label_accorde;pdf-session;
01/2026;IMMUNO KAAR (IMMU CARDER);HealthTech;label_accorde;compte-rendu-manuel;
01/2026;Arcube;Fintech;label_accorde;compte-rendu-manuel;
01/2026;GoToGreen;Environment;label_accorde;compte-rendu-manuel;
01/2026;OTARI;Commerce and shopping;prelabel_accorde;compte-rendu-manuel;
01/2026;Yes-Sir;Ad Tech and Creative Tech;prelabel_accorde;compte-rendu-manuel;
01/2026;HopeVisionAI;HealthTech;prelabel_accorde;compte-rendu-manuel;
01/2026;SAHTEE;HealthTech;prelabel_accorde;compte-rendu-manuel;
01/2026;ALBUPAD-NA;HealthTech;prelabel_accorde;compte-rendu-manuel;
01/2026;Riyasol;Business Software and services;prelabel_accorde;compte-rendu-manuel;
01/2026;Qubit Labs Tunis;Business Software and services;prelabel_accorde;compte-rendu-manuel;
01/2026;Nuraxis Ai;HealthTech;label_refuse;compte-rendu-manuel;
01/2026;The Landlord Manager;Real Estate Tech;label_refuse;compte-rendu-manuel;
01/2026;TFCx;Fintech;label_refuse;compte-rendu-manuel;
01/2026;DURABILIS CONSULTING;Environment;label_refuse;compte-rendu-manuel;
01/2026;RDVEXPRESS;Business Software and services;label_refuse;compte-rendu-manuel;
01/2026;Automatizi;Consumer products and services;label_refuse;compte-rendu-manuel;
01/2026;TINNOBOTICS;Advanced Manufacturing & Robotics;prelabel_refuse;compte-rendu-manuel;
01/2026;Attoset - The Work OS for Intelligent Work Management;Business Software and services;prelabel_refuse;compte-rendu-manuel;
01/2026;GensisCode;EdTech;prelabel_refuse;compte-rendu-manuel;
01/2026;Nexor Robotics;Advanced Manufacturing & Robotics;prelabel_refuse;compte-rendu-manuel;
01/2026;CvHub;Ad Tech and Creative Tech;prelabel_refuse;compte-rendu-manuel;
01/2026;CarthaPos;Business Software and services;prelabel_refuse;compte-rendu-manuel;
01/2026;OpenSOC;Security;prelabel_refuse;compte-rendu-manuel;
01/2026;SM Drone;Advanced Manufacturing & Robotics;prelabel_refuse;compte-rendu-manuel;
01/2026;Eyproc;Business Software and services;prelabel_refuse;compte-rendu-manuel;
01/2026;JeelQuest;Social Business;prelabel_refuse;compte-rendu-manuel;
01/2026;9atratech;Agritech;prelabel_refuse;compte-rendu-manuel;
01/2026;AL BAYEN;Advanced Manufacturing & Robotics;prelabel_refuse;compte-rendu-manuel;
01/2026;Enissay Studio;Ad Tech and Creative Tech;prelabel_refuse;compte-rendu-manuel;
01/2026;BNJMO Studios;Ad Tech and Creative Tech;irrecevable;compte-rendu-manuel;
02/2020;Katomi;;inconnu;pdf-session;decision_inconnue
02/2020;Société Saghroun.com;E-Commerce;inconnu;pdf-session;decision_inconnue
02/2020;BSmart SARL;;inconnu;pdf-session;decision_inconnue
02/2020;Youth Hub;Edtech;inconnu;pdf-session;decision_inconnue
02/2020;WaterSpirit;Biotech;inconnu;pdf-session;decision_inconnue
02/2020;RENTAL RIDE;E-Commerce;inconnu;pdf-session;decision_inconnue
02/2020;OXAHOST;;inconnu;pdf-session;decision_inconnue
02/2020;QualiFour;;inconnu;pdf-session;decision_inconnue
02/2020;Edutest;Edtech;inconnu;pdf-session;decision_inconnue
02/2020;Xtendplex;Fintech;inconnu;pdf-session;decision_inconnue
02/2020;Kyufi;Biotech;inconnu;pdf-session;decision_inconnue
02/2020;Sportopia;;inconnu;pdf-session;decision_inconnue
02/2020;Accent;Iot;inconnu;pdf-session;decision_inconnue
02/2020;Allô Réparateur;E-Commerce;inconnu;pdf-session;decision_inconnue
02/2020;Class Quiz;Edtech;inconnu;pdf-session;decision_inconnue
02/2020;autoecoleplus;;inconnu;pdf-session;decision_inconnue
02/2020;SECURAS;;inconnu;pdf-session;decision_inconnue
02/2020;Kaco.;;inconnu;pdf-session;"fondateurs_absents;decision_inconnue"
02/2020;Coinsence;;inconnu;pdf-session;decision_inconnue
02/2020;Smart House Tunisia;Iot;inconnu;pdf-session;decision_inconnue
02/2020;Co-Solar;;inconnu;pdf-session;decision_inconnue
02/2020;Tynass;;inconnu;pdf-session;decision_inconnue
02/2020;Rent a tutor;Edtech;inconnu;pdf-session;decision_inconnue
02/2020;Quantylix Risk & Data;Fintech;inconnu;pdf-session;decision_inconnue
02/2020;Heptatronics;Iot;inconnu;pdf-session;decision_inconnue
02/2020;Support de coupe à couvercle automatique;;label_accorde;pdf-session;
02/2020;Idwey;;label_accorde;pdf-session;
02/2020;NovaTEK Solutions;Agritech;label_accorde;pdf-session;
02/2020;Shadoc;;label_accorde;pdf-session;
02/2020;Innofab;;label_accorde;pdf-session;
02/2020;Quermes;Iot;label_accorde;pdf-session;
02/2020;Consulti;;label_accorde;pdf-session;
02/2020;Gofields (Sportfields);;label_accorde;pdf-session;
02/2020;Coinsence;;label_accorde;pdf-session;
02/2021;Expert Team Tunisie;Edtech;label_accorde;pdf-session;
02/2021;Medikadvisor;;label_accorde;pdf-session;
02/2021;UNIK CHIK;E-Commerce;inconnu;pdf-session;"resultat_manquant;decision_inconnue"
02/2021;LUNAR EPS;;label_accorde;pdf-session;
02/2021;AOS INTERNATIONAL;;label_accorde;pdf-session;
02/2021;FelCloud;Telecom;label_accorde;pdf-session;
02/2021;Bepeep Health;;label_accorde;pdf-session;
02/2021;WARENA LA FIBRE ARTISANALE;Gaming;label_accorde;pdf-session;
02/2021;Handmade Tunisia;E-Commerce;label_accorde;pdf-session;
02/2021;Kartago Dattes Snacks, Ingredients and Extracts;Agritech;label_accorde;pdf-session;
02/2021;BYEISSA;E-Commerce;label_accorde;pdf-session;
02/2021;VISTASY;;label_accorde;pdf-session;
02/2021;HOPE HORIZON;;label_accorde;pdf-session;
02/2021;Picstore;E-Commerce;label_accorde;pdf-session;
02/2021;Meilleure Vie Etudiants Tunisie;;label_accorde;pdf-session;
02/2021;Fisco;Fintech;label_accorde;pdf-session;
02/2021;Bridges S.A;;prelabel_accorde;pdf-session;
02/2021;Soon Marine;;prelabel_accorde;pdf-session;
02/2021;BAKO MOTORS;;prelabel_accorde;pdf-session;
02/2021;affipro;;prelabel_accorde;pdf-session;
02/2021;IB Space;international business space;label_accorde;pdf-session;
02/2021;iCan-C;Iot;label_accorde;pdf-session;fondateurs_ambigus
02/2021;بﺎﺗﻛ ﺔﻠﺣر  _Book Journey;Edtech;label_accorde;pdf-session;fondateurs_ambigus
02/2021;Dev2Dev;Fintech;label_accorde;pdf-session;fondateurs_ambigus
02/2022;TELA;;label_accorde;pdf-session;
02/2022;Fidness;Business;label_accorde;pdf-session;
02/2022;Nqollek Haja;Social Business;label_accorde;pdf-session;
02/2022;Wefix;Environment;label_accorde;pdf-session;
02/2022;Trivaw;Traveltech;label_accorde;pdf-session;
02/2022;Kumulus;Environment;label_accorde;pdf-session;
02/2022;WIN NOW;Services;label_accorde;pdf-session;
02/2022;Kiddo;Edtech;label_accorde;pdf-session;
02/2022;Qr Menu;Foodtech;prelabel_accorde;pdf-session;
02/2022;Foodoo.tn;Foodtech;prelabel_accorde;pdf-session;fondateurs_absents
02/2022;Clic to know;Edtech;prelabel_accorde;pdf-session;
02/2022;VIRIBUS CENTER;Services;label_refuse;pdf-session;
02/2022;SAFE STUDENT;;prelabel_refuse;pdf-session;
02/2022;Tunifund;Mobility;prelabel_refuse;pdf-session;
02/2022;Stile.ai;;prelabel_refuse;pdf-session;
02/2022;Digix;Social Business;prelabel_refuse;pdf-session;
02/2022;Kiddo;Edtech;prelabel_refuse;pdf-session;
02/2022;STE COACHINI;;inconnu;pdf-session;"decision_inconnue;fondateurs_ambigus"
02/2022;SECRET SUCRE KIDS;;inconnu;pdf-session;"decision_inconnue;fondateurs_ambigus"
02/2022;WEDTECT;;inconnu;pdf-session;decision_inconnue
02/2022;Data For Brands;;inconnu;pdf-session;decision_inconnue
02/2023;Linkivia;Healthtech;label_accorde;pdf-session;
02/2023;Replic-A;Business;label_accorde;pdf-session;
02/2023;Tunisia Baits;Agritech;label_accorde;pdf-session;
02/2023;Tunisian Campers;Wellness;label_accorde;pdf-session;
02/2023;Tsiwrat Stock;Ad Tech And;label_accorde;pdf-session;
02/2023;Advantry X;;label_accorde;pdf-session;
02/2023;KOM YA;Commerce And Shopping;label_accorde;pdf-session;
02/2023;My Brain;Healthtech;prelabel_accorde;pdf-session;
02/2023;TOF: Tyres On Fire;Ad Tech And;prelabel_accorde;pdf-session;
02/2023;cercina.ai;Ad Tech And;prelabel_accorde;pdf-session;
02/2023;Grün Skincare;Wellness;prelabel_accorde;pdf-session;
02/2023;Xpro;Agritech;prelabel_accorde;pdf-session;
02/2023;Gi�y.tn;Commerce And Shopping;prelabel_accorde;pdf-session;
02/2023;A.M.I.S.;Healthtech;prelabel_accorde;pdf-session;
02/2023;Ziwziw Family Friend;Edtech;prelabel_accorde;pdf-session;
02/2023;COADIS;;prelabel_accorde;pdf-session;
02/2023;PARKEY;Mobility;prelabel_accorde;pdf-session;
02/2023;Thiqab;Business;prelabel_accorde;pdf-session;
02/2023;Cer�f.tn;Ad Tech And;label_refuse;pdf-session;
02/2023;ITEM TUNISIA;;label_refuse;pdf-session;
02/2023;DigiQuorum;Business;label_refuse;pdf-session;
02/2023;Addval Solu�ons;Business;label_refuse;pdf-session;
02/2023;Ukka;Ad Tech And;label_refuse;pdf-session;
02/2023;Voltat Technologies Pozitron;Mobility;label_accorde;pdf-session;
02/2023;CAMINOVA Caminova;Healthtech;label_accorde;pdf-session;
02/2023;SOCIETE  SAGUEDNI CapsaFood;Mobility;label_accorde;pdf-session;
02/2023;BLUEPSOL;Environment;label_accorde;pdf-session;fondateurs_ambigus
02/2023;SOCIETE INNOVEGA Innovega;Agritech;label_accorde;pdf-session;
02/2023;MRC SURVEY MRC SURVEY;;label_accorde;pdf-session;
02/2023;Workly Hub  Canadin;;label_accorde;pdf-session;
02/2023;BEE SPRING;Wellness;label_accorde;pdf-session;fondateurs_ambigus
02/2023;Avempace SARL Avempace;;retrait;pdf-session;
02/2024;WEeFARM;Agritech;label_accorde;pdf-session;
02/2024;SupplyzPro;Business Software And Services;label_accorde;pdf-session;
02/2024;ConvergenceAI;Business Software And Services;label_accorde;pdf-session;
02/2024;TRUSTABLE;;label_accorde;pdf-session;
02/2024;Spooky And Diva;Foodtech;label_refuse;pdf-session;
02/2024;eduhelper;Edtech;label_refuse;pdf-session;
02/2024;BiBoo Children's planet;Social Business;label_refuse;pdf-session;
02/2024;eyodoo;Business Software And Services;label_refuse;pdf-session;
02/2024;Moncoin;Advanced Manufacturing;label_refuse;pdf-session;
02/2024;PlagPrevent;Edtech;label_refuse;pdf-session;
02/2024;Ligne 13;Commerce And Shopping;label_refuse;pdf-session;
02/2024;Student Life Style;Edtech;label_refuse;pdf-session;
02/2024;ParkiHouni;Business Software And Services;label_refuse;pdf-session;
02/2024;Cherry ERP;Business Software And Services;prelabel_accorde;pdf-session;
02/2024;WeenPan;Consumer Products And Services;prelabel_accorde;pdf-session;
02/2024;Dari La réalité augmentée au service de la médecine;Real Estate Tech;prelabel_accorde;pdf-session;
02/2024;Owlinks;Real Estate Tech;prelabel_accorde;pdf-session;
02/2024;Averroes Software brinnovat blockhaus;Business Software And Services;prelabel_accorde;pdf-session;
02/2024;KAÏNAU;Consumer Products And Services;prelabel_refuse;pdf-session;
02/2024;NAÂMÀ;Foodtech;prelabel_refuse;pdf-session;
02/2024;Solar Chain;Fintech;prelabel_refuse;pdf-session;
02/2024;YallaPlay;Social Business;prelabel_refuse;pdf-session;
02/2024;CarCare;Business Software And Services;prelabel_refuse;pdf-session;
02/2024;Erp indusoft;Business Software And Services;prelabel_refuse;pdf-session;
02/2024;2BM - Business Builder by MedSirat;Business Software And Services;prelabel_refuse;pdf-session;societe_non_identifiee
02/2024;Mermez Lab Tadwir;;label_accorde;pdf-session;
02/2024;STE FACTOWISE;;label_accorde;pdf-session;
02/2024;Verse Technologies Verse;;label_accorde;pdf-session;
02/2024;BIM FLOW Vibrom;Real Estate Tech;label_accorde;pdf-session;fondateurs_ambigus
02/2024;METACAD;Healthtech;label_accorde;pdf-session;fondateurs_ambigus
02/2024;Société;;inconnu;pdf-session;"societe_parasite;decision_inconnue;societe_non_identifiee"
02/2024;Sté Laboratoires SNAIL COSMETICA INDUSTRTY;Wellness;label_refuse;pdf-session;
02/2024;Sté Globale Automatique Thermique;Advanced Manufacturing & Robotics;label_refuse;pdf-session;
02/2024;Sté ideale conception;HealthTech;inconnu;pdf-session;"resultat_manquant;decision_inconnue"
02/2025;Al Shamela Sports;Business Software And Services;label_accorde;pdf-session;
02/2025;Panne.auto;Mobility;label_accorde;pdf-session;
02/2025;Dash Sports;Wellness;label_accorde;pdf-session;
02/2025;PlagPrevent;Edtech;label_accorde;pdf-session;
02/2025;Lalla Horti;Agritech;label_accorde;pdf-session;
02/2025;Qubitron-AI;Environment;label_accorde;pdf-session;
02/2025;SOFTSYS INTERNATIONALE SARL;Healthtech;label_accorde;pdf-session;
02/2025;Cleanance;Social Business;label_accorde;pdf-session;
02/2025;Imaginario Ai;Ad Tech And Creative Tech;label_accorde;pdf-session;
02/2025;Uvey Connecteur bipolaire à serrage indépendant (CB-SI);Fintech;prelabel_accorde;pdf-session;
02/2025;Incyia;;prelabel_accorde;pdf-session;
02/2025;klemy;Services;prelabel_accorde;pdf-session;
02/2025;TestoHire;Business Software And Services;prelabel_accorde;pdf-session;
02/2025;DootiFy;Business Software And Services;prelabel_accorde;pdf-session;
02/2025;Business Room;Business Software And Services;prelabel_accorde;pdf-session;societe_non_identifiee
02/2025;DEFENDR;Business Software And Services;prelabel_accorde;pdf-session;
02/2025;MYCLINIC.TN;Healthtech;prelabel_accorde;pdf-session;
02/2025;DIPAWER;Business Software And Services;label_refuse;pdf-session;
02/2025;Ontej;Services;label_refuse;pdf-session;
02/2025;Cw Cloud CW Cloud;Business Software And Services;label_accorde;pdf-session;
02/2025;Dari Canopus Technologies;Real Estate Tech;label_accorde;pdf-session;
02/2025;Skazy Tunisia Skazy Tunisia;Business Software And Services;label_accorde;pdf-session;
02/2025;IsOne Hr ISONE HR;Business Software And Services;label_accorde;pdf-session;
02/2025;Société Secteur WAMIA SARL Commerce & Shopping Bg food et distribution Commerce & Shopping Green Business SARL FoodTech Expert Team Tunisie EdTech;Foodtech;retrait;pdf-session;"fondateurs_absents;societe_non_identifiee"
02/2026;HEXA5 SOLUTIONS;Security;label_accorde;compte-rendu-manuel;
02/2026;MASSAR PERFECTION;Business Software and services;label_accorde;compte-rendu-manuel;
02/2026;Kessa;Fintech;label_accorde;compte-rendu-manuel;
02/2026;My Quality Assistant Team;Business Software and services;label_accorde;compte-rendu-manuel;
02/2026;ALGORIA FACTORY;Business Software and services;label_accorde;compte-rendu-manuel;
02/2026;citrustech;Agritech;label_accorde;compte-rendu-manuel;
02/2026;Estimo;Real Estate Tech;label_accorde;compte-rendu-manuel;
02/2026;Intheair Labs;Business Software and services;label_accorde;compte-rendu-manuel;
02/2026;Teleon;Business Software and services;label_accorde;compte-rendu-manuel;
02/2026;Talento;Business Software and services;prelabel_accorde;compte-rendu-manuel;
02/2026;Freshk;Agritech;prelabel_accorde;compte-rendu-manuel;
02/2026;cognitiex;EdTech;prelabel_accorde;compte-rendu-manuel;
02/2026;Fastoch;Mobility;label_refuse;compte-rendu-manuel;
02/2026;Styly App;Commerce and shopping;label_refuse;compte-rendu-manuel;
02/2026;ERPOptic;Fintech;label_refuse;compte-rendu-manuel;
02/2026;Diyese-GEN;Business Software and services;label_refuse;compte-rendu-manuel;
02/2026;GALYLIO;Business Software and services;label_refuse;compte-rendu-manuel;
02/2026;Hamo;Business Software and services;label_refuse;compte-rendu-manuel;
02/2026;WEFE-TECH;Environment;label_refuse;compte-rendu-manuel;
02/2026;Darli;Real Estate Tech;prelabel_refuse;compte-rendu-manuel;
02/2026;Inlumya;EdTech;prelabel_refuse;compte-rendu-manuel;
02/2026;e-syndic;Business Software and services;prelabel_refuse;compte-rendu-manuel;
02/2026;Tunisia Camp;TravelTech;prelabel_refuse;compte-rendu-manuel;
02/2026;Integrated Analysis and Decision Solution;Ad Tech and Creative Tech;prelabel_refuse;compte-rendu-manuel;
02/2026;Spovio;Consumer products and services;prelabel_refuse;compte-rendu-manuel;
02/2026;zitoun ai technology lab;Business Software and services;prelabel_refuse;compte-rendu-manuel;
02/2026;Promoet;Commerce and shopping;prelabel_refuse;compte-rendu-manuel;
02/2026;Sensei AI;Business Software and services;prelabel_refuse;compte-rendu-manuel;
02/2026;KweekTech;FoodTech & New Food;prelabel_refuse;compte-rendu-manuel;
02/2026;Tiejob;Business Software and services;prelabel_refuse;compte-rendu-manuel;
02/2026;Edutime;EdTech;prelabel_refuse;compte-rendu-manuel;
02/2026;ZIARA;Real Estate Tech;prelabel_refuse;compte-rendu-manuel;
02/2026;LysiteK;Business Software and services;prelabel_refuse;compte-rendu-manuel;
02/2026;Casanova;Consumer products and services;prelabel_refuse;compte-rendu-manuel;
02/2026;Padel Insights;Business Software and services;prelabel_refuse;compte-rendu-manuel;
02/2026;AutoSimix;Advanced Manufacturing & Robotics;prelabel_refuse;compte-rendu-manuel;
03/2019;Datavora;E-Commerce;label_accorde;pdf-session;fondateurs_absents
03/2019;Enova Robotics;Industrie Robotique;label_accorde;pdf-session;
03/2019;Ezzayra Solutions;Agritech;label_accorde;pdf-session;
03/2019;Be Wireless Solutions;Iot;label_accorde;pdf-session;
03/2019;Medilsys;Healthtech;label_accorde;pdf-session;
03/2019;Roamsmart;Telecom;label_accorde;pdf-session;fondateurs_absents
03/2019;Vitalight Lab;E-Commerce;label_accorde;pdf-session;fondateurs_absents
03/2019;Dabchy;E-Commerce;label_accorde;pdf-session;
03/2019;Next Gen Corp;Healthtech;label_accorde;pdf-session;
03/2019;Nostatik Media;Pharmatech;label_accorde;pdf-session;
03/2019;Paypos Tunisie;Fintech;label_accorde;pdf-session;
03/2019;Mitigan;Fintech;inconnu;pdf-session;decision_inconnue
03/2020;I POMM;;inconnu;pdf-session;decision_inconnue
03/2020;NATULYN;;inconnu;pdf-session;decision_inconnue
03/2020;She Shares;;inconnu;pdf-session;decision_inconnue
03/2020;Auto-plus;;inconnu;pdf-session;decision_inconnue
03/2020;Makroudh Kairouan à Domicile;;inconnu;pdf-session;decision_inconnue
03/2020;DigiConstat;;inconnu;pdf-session;decision_inconnue
03/2020;Save Your Wardrobe;;inconnu;pdf-session;decision_inconnue
03/2020;Go Online Africa;;inconnu;pdf-session;decision_inconnue
